Date,Time,Bank Name,Account Number,Sender,Receiver,Payment ID/Reference Number,Pay/Collect,Amount (in Rs.),DR/CR,Status
25/01/2026,03:08:04,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),flipkart@okaxis(FLIPKART),309418398585,PAY,4836.12,DR,SUCCESS
25/01/2026,17:19:53,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),kfc@okaxis(KFC),323984882318,PAY,655.5,DR,SUCCESS
25/01/2026,00:49:18,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),451662474697,PAY,9207.41,DR,SUCCESS
25/01/2026,10:52:16,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bescom@hdfc(BESCOM),546352934152,PAY,12982.19,DR,SUCCESS
26/01/2026,11:09:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),wifi@paytm(BROADBAND BILL),737979498981,PAY,8528.74,DR,SUCCESS
26/01/2026,15:21:45,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),balajivegetables@paytm(BALAJI VEGETABLES),578226428382,PAY,732.65,DR,SUCCESS
26/01/2026,19:29:40,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bk@upi(BURGER KING),812895432283,PAY,127.63,DR,SUCCESS
26/01/2026,02:29:31,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localcabs@paytm(LOCAL CABS),134160287872,PAY,799.35,DR,SUCCESS
26/01/2026,01:02:37,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),548368544064,PAY,270.83,DR,SUCCESS
26/01/2026,20:00:45,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),270064395437,PAY,11088.59,DR,SUCCESS
26/01/2026,12:10:56,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),metrotaxi@upi(METRO TAXI),521192581438,PAY,365.59,DR,SUCCESS
26/01/2026,10:22:00,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),706717532120,PAY,6727.46,DR,SUCCESS
26/01/2026,05:32:12,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),136666771668,PAY,7759.6,DR,SUCCESS
26/01/2026,03:25:21,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ola@okaxis(OLA),259757462248,PAY,2249.66,DR,SUCCESS
27/01/2026,08:28:15,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dmart@upi(D-MART),163647466191,PAY,2819.59,DR,SUCCESS
27/01/2026,23:24:00,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),540370742494,PAY,1494.47,DR,SUCCESS
27/01/2026,09:12:01,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),expresscabs@paytm(EXPRESS CABS),160731155034,PAY,67.1,DR,SUCCESS
27/01/2026,14:16:54,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),428709291831,PAY,1172.33,DR,SUCCESS
27/01/2026,01:27:03,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),802021386172,PAY,4596.63,DR,SUCCESS
27/01/2026,12:02:07,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),rent@okicici(RENT PAYMENT),106135468617,PAY,20797.48,DR,SUCCESS
27/01/2026,16:59:24,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bk@upi(BURGER KING),168043776405,PAY,2062.89,DR,SUCCESS
27/01/2026,01:17:59,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bharatteahouse@paytm(BHARAT TEA HOUSE),918963811977,PAY,245.51,DR,SUCCESS
27/01/2026,15:23:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),wifi@paytm(BROADBAND BILL),207677865402,PAY,6602.36,DR,SUCCESS
27/01/2026,10:52:16,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),laxmiteastall@ybl(LAXMI TEA STALL),642676366386,PAY,243.99,DR,SUCCESS
27/01/2026,09:35:06,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),omfruits@paytm(OM FRUITS),832718874871,PAY,653.84,DR,SUCCESS
27/01/2026,23:11:20,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),847379483576,PAY,758.31,DR,SUCCESS
27/01/2026,05:34:15,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),pvr@okicici(PVR CINEMAS),357201255661,PAY,482.76,DR,SUCCESS
27/01/2026,15:49:53,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bescom@hdfc(BESCOM),589392220667,PAY,19758.09,DR,SUCCESS
27/01/2026,14:37:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),146356500596,PAY,3083.54,DR,SUCCESS
27/01/2026,03:50:42,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),kfc@okaxis(KFC),541736991661,PAY,2461.78,DR,SUCCESS
27/01/2026,07:09:08,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),444093122895,PAY,7013.62,DR,SUCCESS
27/01/2026,13:40:02,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),640696863414,PAY,6388.59,DR,SUCCESS
27/01/2026,01:14:04,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),quickcabs@paytm(QUICK CABS),534191940655,PAY,399.01,DR,SUCCESS
27/01/2026,15:08:19,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irani@okaxis(IRANI CAFE),175644301678,PAY,938.37,DR,SUCCESS
27/01/2026,08:14:09,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),836992416778,PAY,817.63,DR,SUCCESS
27/01/2026,11:17:21,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),milk@okicici(MILK BASKET),172551414725,PAY,3064.22,DR,SUCCESS
28/01/2026,00:54:58,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),blinkit@okaxis(BLINKIT),231162296280,PAY,1435.99,DR,SUCCESS
28/01/2026,19:13:25,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),801844356658,PAY,890.63,DR,SUCCESS
28/01/2026,01:37:32,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),653351172537,PAY,463.76,DR,SUCCESS
28/01/2026,13:33:29,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),kfc@okaxis(KFC),539572465110,PAY,1427.32,DR,SUCCESS
28/01/2026,00:48:15,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),swiggy@upi(SWIGGY),574039993238,PAY,2234.25,DR,SUCCESS
28/01/2026,08:12:49,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bms@upi(BOOKMYSHOW),867742814437,PAY,589.84,DR,SUCCESS
28/01/2026,20:22:13,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bms@upi(BOOKMYSHOW),117620789095,PAY,1601.03,DR,SUCCESS
28/01/2026,15:08:45,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),goibibo@okicici(GOIBIBO),887675232519,PAY,1589.6,DR,SUCCESS
28/01/2026,18:24:28,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bharatteastall@paytm(BHARAT TEA STALL),728965910105,PAY,208.38,DR,SUCCESS
28/01/2026,13:31:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),expresstransport@paytm(EXPRESS TRANSPORT),378003765737,PAY,89.34,DR,SUCCESS
28/01/2026,06:06:20,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),goibibo@okicici(GOIBIBO),182168935180,PAY,1723.38,DR,SUCCESS
28/01/2026,04:42:02,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),blinkit@okaxis(BLINKIT),383125203713,PAY,1698.87,DR,SUCCESS
28/01/2026,03:13:00,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),gas@upi(INDANE GAS),486193407811,PAY,23788.89,DR,SUCCESS
28/01/2026,00:34:19,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),starbucks@hdfc(STARBUCKS),144338353371,PAY,228.81,DR,SUCCESS
28/01/2026,04:53:34,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),kfc@okaxis(KFC),239734750575,PAY,2327.55,DR,SUCCESS
28/01/2026,18:19:45,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),rent@okicici(RENT PAYMENT),136419197756,PAY,20758.64,DR,SUCCESS
28/01/2026,21:31:36,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),jio@okaxis(JIO RECHARGE),860352912077,PAY,14647.48,DR,SUCCESS
28/01/2026,04:46:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),starbucks@hdfc(STARBUCKS),937082581742,PAY,2383.8,DR,SUCCESS
28/01/2026,22:54:13,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zepto@ybl(ZEPTO),776207915858,PAY,3482.84,DR,SUCCESS
29/01/2026,01:43:52,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),prime@okaxis(PRIME VIDEO),596424358786,PAY,484.83,DR,SUCCESS
29/01/2026,13:26:28,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),964539525554,PAY,7639.19,DR,SUCCESS
29/01/2026,01:40:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),928210203595,PAY,834.0,DR,SUCCESS
29/01/2026,11:31:53,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),328706867777,PAY,721.58,DR,SUCCESS
29/01/2026,06:57:15,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),mmt@upi(MAKEMYTRIP),225357875098,PAY,2106.85,DR,SUCCESS
29/01/2026,03:52:29,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),979629398245,PAY,8768.84,DR,SUCCESS
29/01/2026,11:08:47,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localtravels@upi(LOCAL TRAVELS),174558511271,PAY,726.81,DR,SUCCESS
29/01/2026,08:35:10,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),metrotaxi@paytm(METRO TAXI),937522386982,PAY,634.14,DR,SUCCESS
29/01/2026,12:19:01,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ola@okaxis(OLA),761811930267,PAY,2287.88,DR,SUCCESS
29/01/2026,22:20:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bb@upi(BIGBASKET),538978790659,PAY,2435.85,DR,SUCCESS
29/01/2026,09:28:22,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),mmt@upi(MAKEMYTRIP),630616779930,PAY,2955.94,DR,SUCCESS
29/01/2026,11:01:08,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),694471493324,PAY,2020.39,DR,SUCCESS
29/01/2026,12:38:48,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),mmt@upi(MAKEMYTRIP),644077118324,PAY,3453.64,DR,SUCCESS
29/01/2026,21:14:12,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),quicktravels@paytm(QUICK TRAVELS),483960475094,PAY,361.58,DR,SUCCESS
29/01/2026,04:42:03,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),spotify@paytm(SPOTIFY),985189815499,PAY,1545.73,DR,SUCCESS
29/01/2026,14:03:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),quickcabs@paytm(QUICK CABS),185944167843,PAY,789.21,DR,SUCCESS
29/01/2026,11:47:54,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),nike@okicici(NIKE),258351980965,PAY,7926.83,DR,SUCCESS
29/01/2026,11:45:31,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localtaxi@upi(LOCAL TAXI),295758494059,PAY,392.65,DR,SUCCESS
29/01/2026,04:41:53,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irani@okaxis(IRANI CAFE),324943186836,PAY,2085.16,DR,SUCCESS
29/01/2026,23:31:44,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),panditjidhaba@ybl(PANDIT JI DHABA),763382522247,PAY,443.09,DR,SUCCESS
30/01/2026,06:38:17,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),wifi@paytm(BROADBAND BILL),141545465621,PAY,6416.33,DR,SUCCESS
30/01/2026,04:24:17,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localtaxi@paytm(LOCAL TAXI),615467868431,PAY,221.47,DR,SUCCESS
30/01/2026,12:59:36,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),405394226299,PAY,11550.26,DR,SUCCESS
30/01/2026,06:04:41,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),mmt@upi(MAKEMYTRIP),834612446693,PAY,1201.86,DR,SUCCESS
30/01/2026,19:38:00,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),415854262474,PAY,5713.12,DR,SUCCESS
30/01/2026,17:06:01,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bescom@hdfc(BESCOM),328797674259,PAY,4785.94,DR,SUCCESS
30/01/2026,13:59:03,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hm@upi(H&M),839175204027,PAY,8488.79,DR,SUCCESS
30/01/2026,17:04:28,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dominos@okicici(DOMINOS),622225222709,PAY,968.65,DR,SUCCESS
30/01/2026,20:08:59,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),prime@okaxis(PRIME VIDEO),468435388350,PAY,192.12,DR,SUCCESS
30/01/2026,06:36:12,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ola@okaxis(OLA),670011978616,PAY,1745.45,DR,SUCCESS
30/01/2026,10:02:58,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),reliance@hdfc(RELIANCE FRESH),605674475864,PAY,2901.42,DR,SUCCESS
30/01/2026,03:03:26,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),expresstaxi@paytm(EXPRESS TAXI),192334781639,PAY,438.11,DR,SUCCESS
30/01/2026,12:18:51,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),470260450844,PAY,1693.41,DR,SUCCESS
30/01/2026,22:41:06,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),blinkit@okaxis(BLINKIT),712086196727,PAY,3362.9,DR,SUCCESS
30/01/2026,21:55:25,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),goibibo@okicici(GOIBIBO),463579351944,PAY,1513.16,DR,SUCCESS
30/01/2026,08:58:05,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),376111518965,PAY,2294.98,DR,SUCCESS
30/01/2026,15:43:55,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localauto@paytm(LOCAL AUTO),794798208402,PAY,666.81,DR,SUCCESS
30/01/2026,01:08:23,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),389483902394,PAY,371.08,DR,SUCCESS
30/01/2026,07:43:03,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),quicktravels@upi(QUICK TRAVELS),984061898514,PAY,592.42,DR,SUCCESS
30/01/2026,11:40:55,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),gas@upi(INDANE GAS),324913152879,PAY,20011.1,DR,SUCCESS
30/01/2026,05:03:18,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irani@okaxis(IRANI CAFE),358453163700,PAY,1311.48,DR,SUCCESS
30/01/2026,20:49:31,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),570854394689,PAY,303.53,DR,SUCCESS
30/01/2026,07:49:48,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dailysweets@paytm(DAILY SWEETS),557784270106,PAY,548.73,DR,SUCCESS
30/01/2026,22:05:33,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),778022750373,PAY,6845.49,DR,SUCCESS
31/01/2026,23:42:46,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),citytransport@paytm(CITY TRANSPORT),680462736002,PAY,755.13,DR,SUCCESS
31/01/2026,03:02:41,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),kfc@okaxis(KFC),387078873434,PAY,1702.79,DR,SUCCESS
31/01/2026,04:33:52,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),cityfruits@ybl(CITY FRUITS),802344371604,PAY,715.08,DR,SUCCESS
31/01/2026,21:35:04,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ola@okaxis(OLA),950982591266,PAY,2319.09,DR,SUCCESS
31/01/2026,14:10:34,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),wifi@paytm(BROADBAND BILL),449270609838,PAY,12262.11,DR,SUCCESS
31/01/2026,02:26:40,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),blinkit@okaxis(BLINKIT),414153553298,PAY,2919.47,DR,SUCCESS
31/01/2026,10:34:36,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bescom@hdfc(BESCOM),232292148886,PAY,4640.21,DR,SUCCESS
31/01/2026,06:25:30,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),goibibo@okicici(GOIBIBO),204026439330,PAY,220.4,DR,SUCCESS
31/01/2026,03:08:42,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),241821114157,PAY,8411.92,DR,SUCCESS
31/01/2026,16:39:29,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),837787381699,PAY,2214.52,DR,SUCCESS
31/01/2026,12:14:03,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),393300138294,PAY,1607.77,DR,SUCCESS
31/01/2026,18:32:24,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),anujjuicecentre@okaxis(ANUJ JUICE CENTRE),485283148241,PAY,171.07,DR,SUCCESS
31/01/2026,21:10:26,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),spotify@paytm(SPOTIFY),953312522564,PAY,1365.3,DR,SUCCESS
31/01/2026,23:57:17,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bms@upi(BOOKMYSHOW),611474722076,PAY,281.81,DR,SUCCESS
31/01/2026,04:40:01,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),708311667594,PAY,1340.64,DR,SUCCESS
31/01/2026,20:02:48,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),localfastfood@ybl(LOCAL FAST FOOD),554669329511,PAY,95.95,DR,SUCCESS
31/01/2026,13:55:12,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hm@upi(H&M),206306592608,PAY,2134.18,DR,SUCCESS
31/01/2026,19:58:56,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),dailyfruits@paytm(DAILY FRUITS),182925306353,PAY,694.82,DR,SUCCESS
31/01/2026,21:48:47,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bms@upi(BOOKMYSHOW),145223305071,PAY,1236.85,DR,SUCCESS
01/02/2026,02:50:02,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),expresstaxi@upi(EXPRESS TAXI),527275110562,PAY,349.91,DR,SUCCESS
01/02/2026,12:59:31,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),299522431417,PAY,2357.87,DR,SUCCESS
01/02/2026,17:46:59,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),airtel@upi(AIRTEL),414656299666,PAY,8758.56,DR,SUCCESS
01/02/2026,21:15:21,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),kfc@okaxis(KFC),216026251558,PAY,182.41,DR,SUCCESS
01/02/2026,20:55:28,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),irctc@hdfc(IRCTC),494239256828,PAY,142.2,DR,SUCCESS
01/02/2026,02:48:25,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),blinkit@okaxis(BLINKIT),959498917250,PAY,2008.41,DR,SUCCESS
01/02/2026,07:39:54,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),expresstaxi@paytm(EXPRESS TAXI),576583766896,PAY,182.27,DR,SUCCESS
01/02/2026,21:43:14,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),jio@okaxis(JIO RECHARGE),499546196752,PAY,15872.92,DR,SUCCESS
01/02/2026,17:02:16,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),swiggy@upi(SWIGGY),880868658697,PAY,804.77,DR,SUCCESS
01/02/2026,21:20:15,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),gas@upi(INDANE GAS),886858244368,PAY,19034.88,DR,SUCCESS
01/02/2026,09:29:14,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),myntra@upi(MYNTRA),294466585579,PAY,9440.41,DR,SUCCESS
01/02/2026,06:49:19,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),582605178075,PAY,9364.63,DR,SUCCESS
01/02/2026,19:32:06,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),goibibo@okicici(GOIBIBO),872310973051,PAY,1796.59,DR,SUCCESS
01/02/2026,04:40:01,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),hotstar@hdfc(DISNEY HOTSTAR),357426148347,PAY,1091.64,DR,SUCCESS
01/02/2026,19:26:50,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),netflix@upi(NETFLIX),646147576518,PAY,1885.9,DR,SUCCESS
01/02/2026,09:27:57,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),reliance@hdfc(RELIANCE FRESH),966510629653,PAY,1932.19,DR,SUCCESS
01/02/2026,23:31:37,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),uber@upi(UBER),829325864555,PAY,992.61,DR,SUCCESS
01/02/2026,11:04:30,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),ganeshteahouse@paytm(GANESH TEA HOUSE),247035115782,PAY,89.95,DR,SUCCESS
01/02/2026,08:12:05,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),expresscabs@paytm(EXPRESS CABS),600492248982,PAY,604.92,DR,SUCCESS
01/02/2026,10:40:15,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),starbucks@hdfc(STARBUCKS),492096621046,PAY,1166.68,DR,SUCCESS
01/02/2026,20:36:05,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),goibibo@okicici(GOIBIBO),385638733741,PAY,723.04,DR,SUCCESS
02/02/2026,22:26:29,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zepto@ybl(ZEPTO),931931623298,PAY,3491.39,DR,SUCCESS
02/02/2026,16:04:41,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zomato@upi(ZOMATO),617407906868,PAY,1384.3,DR,SUCCESS
02/02/2026,02:44:18,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),uber@upi(UBER),770374985071,PAY,4449.42,DR,SUCCESS
02/02/2026,16:17:19,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),amazon@apl(AMAZON),599291610417,PAY,5893.5,DR,SUCCESS
02/02/2026,09:21:37,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),pvr@okicici(PVR CINEMAS),574090282724,PAY,1598.83,DR,SUCCESS
02/02/2026,22:14:14,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),zara@hdfc(ZARA),677059782268,PAY,5724.17,DR,SUCCESS
02/02/2026,22:01:30,State Bank Of India,XXXXXX7939,xxxxx41450@upi(SANATH KUMAR COONANI),bms@upi(BOOKMYSHOW),937001964283,PAY,488.19,DR,SUCCESS
